status,orbital_period,planet_radius,stellar_radius,insolation_flux,equilibrium_temperature,stellar_effective_temperature,stellar_surface_gravity
CANDIDATE,0.80858305,,2.31,,,6151.8,
CANDIDATE,4.00932,1.08,0.68,,,,
CANDIDATE,20.6714,1.47,0.66,,,,
CANDIDATE,,7.72,1.76,,,,
CANDIDATE,,31.1,1.76,,,,
CANDIDATE,0.3674645,3.9,1.18,,,,
CANDIDATE,0.367473,3.555,1.26,,,6060.0,4.19
CANDIDATE,0.367453,2.55,0.95,,,6167.0,4.16
CANDIDATE,0.36747226,3.32,1.29,,,6205.0,
CANDIDATE,6.57986525,,1.68,,,5874.0,4.01
CANDIDATE,3.59905,1.588,0.83,,,5459.0,4.59
CANDIDATE,3.59922,1.63,0.81,,,,
CANDIDATE,3.59912,1.46,0.82,,,5518.0,4.56
CANDIDATE,3.5990666,1.62,0.78,,,5107.0,
CANDIDATE,5.01038,4.28,1.53,,,,
CONFIRMED,2.25372,0.9,,,,,
CONFIRMED,2.25558,2.0,0.37,,,,
CONFIRMED,2.255436,1.0,0.25,,,3297.0,4.9
CANDIDATE,3.11594,1.59,0.37,,,,
CANDIDATE,0.62309386,2.52,0.65,,,4231.0,
CANDIDATE,11.63547,2.6,0.89,,,,
CANDIDATE,1.982116,35.0,2.05,,,,
CANDIDATE,36.9321,2.98,0.95,,,,
FALSE POSITIVE,1.35823,1.44,0.95,,,5675.0,4.45
CANDIDATE,8.4532,2.66,1.04,,,,
CANDIDATE,0.4348359,1.59,0.5,,,3714.0,
CANDIDATE,0.434827,1.62,0.5,,,3724.0,4.94
CANDIDATE,0.434832,0.96,0.33,,,,
CANDIDATE,4.31444335,,2.26,,,4952.0,
CANDIDATE,1.53402,1.13,0.52,,,3698.0,4.72
CANDIDATE,1.5339666,1.47,0.52,,,3757.0,
CANDIDATE,0.3176828,11.9,0.94,,,,
CONFIRMED,1.58316,1.22,0.67,,,,
CONFIRMED,1.58252,0.96,,,,,
CONFIRMED,17.501662,2.63,0.73,,,4749.0,
CONFIRMED,17.515472,2.094,0.76,,,4752.0,4.6
CONFIRMED,17.5125,2.15,0.67,,,,
CANDIDATE,10.49927,1.43,0.6,,,,
CANDIDATE,5.23189,3.62,0.63,,,,
CANDIDATE,1.13666,3.18,1.72,,,,
CANDIDATE,12.4404,2.72,0.59,,,,
CANDIDATE,1.49462,1.8,0.59,,,,
CANDIDATE,2.018725,91.0,14.96,,,,
CANDIDATE,23.8039,12.0,0.48,,,4840.0,4.81
CANDIDATE,3.47722,1.53,0.56,,,,
CANDIDATE,0.442094,1.16,0.77,,,5007.0,4.59
CANDIDATE,0.44214967,1.32,0.76,,,4977.0,
CANDIDATE,0.442185,2.02,0.75,,,,
CANDIDATE,18.406118,5.2,1.84,,,6684.0,
CANDIDATE,18.415126,69.443,3.47,,,6211.0,3.56
CANDIDATE,10.4404,0.674,0.75,41.74,,4893.0,4.6
CANDIDATE,27.837146,5.149,0.64,,,4241.0,4.7
CANDIDATE,12.19649,2.23,1.06,,,,
CANDIDATE,8.15306759,,1.71,,,5445.0,3.95
CANDIDATE,2.2021868,56.5,0.96,,,5695.0,
CANDIDATE,20.398147,2.93,0.85,,,5399.0,
CANDIDATE,20.398071,2.579,0.78,,,5199.0,4.52
CANDIDATE,20.3997,2.65,0.78,,,,
CANDIDATE,17.80345864,,1.16,,,5561.99,4.3
CANDIDATE,17.812866,22.5,0.92,,,5613.0,
CANDIDATE,17.81188,21.6,0.93,,,5554.0,4.49
CANDIDATE,2.931226,90.0,1.12,,,6097.0,4.37
FALSE POSITIVE,6.3878,65.0,1.25,,,6668.0,4.33
CANDIDATE,1.81449,27.0,0.92,,,5614.0,4.49
CANDIDATE,22.4844,79.0,1.15,,,6173.0,4.35
CANDIDATE,3.47451,10.6,1.83,,,7143.0,4.12
CANDIDATE,3.47323986,16.659,1.56,2304.53,1767.0,7406.97,4.28
CANDIDATE,0.369181,16.5,2.22,,,6020.0,3.76
CANDIDATE,6.71694,39.0,0.82,,,5267.0,4.55
CANDIDATE,3.951971,8.446,0.69,,,4672.0,4.63
CANDIDATE,11.3256,2.18,1.04,,,,
CANDIDATE,2.9237,2.57,0.57,,,,
CANDIDATE,14.08549,21.1,1.32,,,5970.0,4.16
CANDIDATE,15.0818,1.83,0.51,,,,
CANDIDATE,3.16363,1.25,0.51,,,,
FALSE POSITIVE,1.31559,102.0,2.3,,,6721.0,3.87
FALSE POSITIVE,1.3155918,38.3,1.69,,,,
FALSE POSITIVE,0.969967,59.0,1.54,,,5272.0,4.04
FALSE POSITIVE,0.96997227,,,,,5401.0,
FALSE POSITIVE,0.970016,6.29,0.87,,,5838.0,4.12
CANDIDATE,23.9683,1.612,1.13,28.05,,5296.0,4.46
CANDIDATE,19.8606,2.21,0.65,,,,
CANDIDATE,19.860476,2.083,0.7,,,4760.0,4.69
CANDIDATE,4.72048948,14.327,0.49,18.21,527.0,3553.0,4.75
CANDIDATE,4.72046,8.7,0.39,,,,
CANDIDATE,1.1430018,,3.28,,,5551.0,
CANDIDATE,3.74234,1.61,0.5,,,,
CANDIDATE,24.2747,1.56,0.42,,,,
FALSE POSITIVE,1.14907861,,1.01,,,5324.24,
FALSE POSITIVE,1.1489833,76.0,2.0,,,5137.0,3.63
CANDIDATE,7.46967,2.4,0.28,,,,
CANDIDATE,2.165976,2.61,1.1,,,,
CANDIDATE,2.16594452,,1.31,,,6194.54,4.28
CANDIDATE,2.16595219,2.911,1.31,1867.88,1677.0,6194.54,4.28
CANDIDATE,14.26763,2.04,0.6,,,,
CANDIDATE,14.2683,,0.6,,,4955.0,
CANDIDATE,14.27669647,,0.7,,,5160.0,4.69
CANDIDATE,4.86406,1.09,0.3,,,3407.0,4.93
CANDIDATE,4.86496,1.09,0.26,,,,
CANDIDATE,15.97700259,,1.05,,,5692.43,
CANDIDATE,3.73478175,,2.28,,,6477.43,3.84
CANDIDATE,3.7342439,30.71,2.64,,,,
CANDIDATE,0.567055,16.22,1.42,,,7020.0,4.0
CANDIDATE,0.5670195,,,,,,
CANDIDATE,14.14459,16.6,2.69,,,5011.0,3.66
CANDIDATE,14.145239,14.864,2.15,,,5016.0,3.81
CANDIDATE,2.38669,3.5,0.29,,,3676.0,4.99
CANDIDATE,2.386772,4.0,0.29,,,,
CANDIDATE,43.36143,29.8,1.47,,,,
CANDIDATE,27.353103,3.05,1.45,,,6148.0,4.15
CANDIDATE,2.357651,1.95,0.27,,,,
CANDIDATE,2.35771,3.0,0.27,,,3655.0,5.01
CANDIDATE,27.9329,2.51,0.57,,,,
CANDIDATE,3.72007,1.55,0.99,,,,
CANDIDATE,1.39657671,,0.97,,,5805.0,4.48
CANDIDATE,1.396291,1.89,1.02,,,5728.0,4.43
CANDIDATE,31.3537,3.85,0.82,,,,
CANDIDATE,14.8484,2.68,0.82,,,,
CANDIDATE,10.0696,1.69,0.82,,,,
CANDIDATE,3.65017,1.15,0.25,,,,
CANDIDATE,3.6494,,0.33,,,3338.0,4.9
CANDIDATE,5.76808,1.19,0.25,,,,
CANDIDATE,5.7663,,0.33,,,3338.0,4.9
CANDIDATE,7.98471,1.19,0.25,,,,
CANDIDATE,7.98221,,0.33,,,3338.0,4.9
CANDIDATE,5.1718,0.889,0.95,391.1,,5941.0,4.33
CANDIDATE,5.7408,1.067,0.76,107.35,,5342.0,4.7
CANDIDATE,29.0529,,0.33,,,3373.0,4.9
FALSE POSITIVE,25.2077883,,1.84,,,6168.93,3.98
FALSE POSITIVE,25.2208,65.0,1.41,,,6257.0,4.19
FALSE POSITIVE,25.219709,87.0,2.29,,,,
FALSE POSITIVE,0.870673,21.0,1.74,,,5647.0,3.97
FALSE POSITIVE,0.870775,3.97,0.88,,,5875.0,4.04
FALSE POSITIVE,0.87052967,,1.47,,,6121.0,4.17
FALSE POSITIVE,0.8706763,6.521,1.47,1486.34,1729.0,6121.0,4.17
CANDIDATE,1.436756,110.0,10.91,,,,
CANDIDATE,1.43689647,,10.85,,,4876.7,
CANDIDATE,59.848566,10.814,0.98,,,5738.0,4.4
CANDIDATE,59.84871,12.0,1.07,,,,
CANDIDATE,11.376,2.03,0.64,,,,
CANDIDATE,11.37698,,0.64,,,4397.0,
FALSE POSITIVE,29.12555,205.0,3.9,,,4936.0,3.28
CANDIDATE,0.8925,2.7,2.0,,,,
CANDIDATE,14.7582,,0.7,,,4434.0,
CANDIDATE,14.7619,2.11,0.73,,,,
FALSE POSITIVE,0.5111,,0.21,,,3092.0,5.04
CANDIDATE,0.7041655,,9.32,,,4564.0,
CANDIDATE,1.93426,1.64,0.93,,,,
CANDIDATE,3.43827,1.98,0.93,,,,
CANDIDATE,18.03895153,,0.89,,,5089.61,4.47
CANDIDATE,2.41040731,,1.93,,,6276.0,3.96
CANDIDATE,2.410271,17.3,1.51,,,6390.0,4.17
CANDIDATE,1.6865884,,2.94,,,6199.0,3.58
CANDIDATE,8.4044,1.24,0.31,,,,
CANDIDATE,1.1829266,29.0,1.51,,,,
CANDIDATE,20.600656,2.166,1.06,,,5969.0,4.39
CANDIDATE,20.5949,1.51,1.06,58.55,,5969.0,4.39
FALSE POSITIVE,0.950356,6.94,0.94,,,6125.0,3.0
CANDIDATE,56.6205,7.68,0.9,,,,
CANDIDATE,1.702301,19.1,1.28,,,6116.0,4.24
CANDIDATE,0.3499146,39.4,2.43,,,,
CANDIDATE,0.349935,2.18,0.76,,,4925.0,3.42
CANDIDATE,4.27681,2.27,0.94,,,,
CANDIDATE,13.16121,2.62,0.94,,,,
CANDIDATE,21.0858,2.95,0.94,,,,
CANDIDATE,30.2894,2.33,0.94,,,,
CANDIDATE,1.82876,1.46,0.94,,,,
CANDIDATE,7.1149,0.984,0.95,220.29,,5534.0,4.41
CANDIDATE,3.347872,28.1,2.2,,,,
CANDIDATE,1.31982263,,2.91,,,6196.8,3.59
CANDIDATE,3.32257,2.53,1.11,,,,
CANDIDATE,,44.0,1.6,,,,
FALSE POSITIVE,2.4616,,2.32,,,9962.0,4.11
CANDIDATE,,8.7,0.96,,,,
CANDIDATE,28.29213,3.55,0.96,,,,
FALSE POSITIVE,7.0502,,0.71,,,4947.69,4.65
CANDIDATE,14.643071,66.05,13.18,,,4883.0,2.27
CANDIDATE,18.8652,1.57,0.64,,,,
CANDIDATE,7.434876,32.0,1.74,,,,
CANDIDATE,2.349545,15.3,1.7,,,,
CANDIDATE,2.3494903,14.655,1.51,1355.37,1690.0,7418.5,4.31
CANDIDATE,2.349515,53.427,5.41,,,6254.0,3.19
CANDIDATE,2.349455,15.8,1.81,,,7056.0,4.06
CANDIDATE,2.34951024,,1.51,,,7418.48,4.31
CANDIDATE,0.2990737,7.6,0.23,,,,
CANDIDATE,16.43831081,,1.92,,,5997.0,3.92
CANDIDATE,5.88165,2.58,1.37,,,,
CANDIDATE,11.55059,1.98,0.47,,,3677.0,4.76
CANDIDATE,0.19785,0.72,0.47,,,3677.0,4.76
CANDIDATE,6.423,,5.87,,,5053.72,
CANDIDATE,3.1393667,15.9,1.52,963.2,1597.0,5653.4,4.08
CANDIDATE,3.1393226,15.43,1.5,,1780.0,6283.0,4.18
CANDIDATE,3.139404,16.419,1.53,,,5716.0,4.05
CANDIDATE,1.38517136,6.135,1.45,4355.44,2072.0,6294.0,4.2
CANDIDATE,1.385246,5.01,1.41,,,,
CANDIDATE,13.8240078,2.382,0.71,35.73,681.0,5129.0,4.67
CANDIDATE,13.8253157,,0.75,,,5163.0,4.58
CANDIDATE,22.194346,3.174,1.07,,,5660.0,4.28
CANDIDATE,1.72397,1.33,0.89,,,,
CANDIDATE,17.178,,1.33,,,5814.52,4.21
CANDIDATE,5.409,,45.48,,,3949.0,
CANDIDATE,4.99,,1.63,,,6242.0,4.09
CANDIDATE,4.9898664,9.128,1.63,167.03,1001.0,6242.0,4.09
CANDIDATE,0.22181,1.13,0.59,,,3942.0,4.66
CANDIDATE,44.13,,10.7,,,4865.94,
CANDIDATE,14.449,,1.69,,,6016.0,4.03
CANDIDATE,14.448987,86.0,1.74,,,,
CANDIDATE,14.4518248,,1.69,,,6016.0,4.03
CANDIDATE,14.448767,44.2,1.36,,,,
CANDIDATE,0.46395,0.84,0.49,,,3720.0,4.74
CANDIDATE,0.46395,0.85,0.42,,,3563.0,5.0
CANDIDATE,0.463954,0.53,0.27,,,,
CANDIDATE,5.264,,1.58,,,6190.82,4.12
CANDIDATE,1.529084,48.0,1.65,,,,
CANDIDATE,2.084,,,,,,
CANDIDATE,4.166738,94.8,2.0,,,,
CANDIDATE,1.567,,0.62,,,4426.2,4.7
CANDIDATE,1.56699,1.34,0.6,,,,
CANDIDATE,1.56706496,,0.62,,,4426.2,4.7
CANDIDATE,7.757595,1.95,0.71,,,,
CANDIDATE,4.8718955,14.64,1.82,,1663.0,6972.0,4.1
CANDIDATE,4.871902,15.383,1.82,,,6466.0,4.11
CANDIDATE,4.8740385,14.319,1.8,819.4,1490.0,6504.4,4.05
CANDIDATE,8.514184,38.298,8.38,,,4885.0,2.69
FALSE POSITIVE,0.967865,,0.97,,,5255.0,4.42
CANDIDATE,16.168833,,5.65,,,5186.0,3.37
FALSE POSITIVE,25.23658,,0.7,,,3777.0,4.57
CANDIDATE,36.109,8.0,0.5,,,,
CANDIDATE,36.0861607,,0.67,,,4726.0,4.63
FALSE POSITIVE,10.337864,,1.97,,,6281.0,
CANDIDATE,9.967689,2.005,1.03,,,5882.0,4.46
FALSE POSITIVE,13.919301,,1.26,,,5330.07,4.2
FALSE POSITIVE,0.954863,,0.93,,,5544.91,4.5
CANDIDATE,3.25182,33.2,0.63,,,,
CANDIDATE,5.032134,25.83,2.52,,,,
CANDIDATE,5.03207,36.71,3.69,,,5070.0,3.25
CANDIDATE,6.45795,2.78,0.94,,,,
FALSE POSITIVE,0.554633,,0.95,,,4729.0,4.36
CANDIDATE,5.176,,1.36,,,6146.0,4.24
CANDIDATE,5.176243,19.443,1.12,,,6185.0,4.34
FALSE POSITIVE,2.153178,,1.0,,,5523.0,4.43
CANDIDATE,1.611,,0.41,,,3511.0,4.82
CANDIDATE,1.61092,0.75,0.41,,,3511.0,4.82
CANDIDATE,1.610911,1.5,0.56,,,,
CANDIDATE,1.610888,0.82,0.3,,,,
CANDIDATE,2.17807,0.65,0.41,,,3511.0,4.82
CANDIDATE,2.177846,1.2,0.56,,,,
CANDIDATE,2.178008,0.67,0.3,,,,
CANDIDATE,4.96883,0.67,0.41,,,3511.0,4.82
CANDIDATE,4.96792,0.75,0.3,,,,
CANDIDATE,6.26561,0.77,0.3,,,,
CANDIDATE,3.28963,0.51,0.3,,,,
FALSE POSITIVE,0.565934,,1.55,,,5309.0,4.01
FALSE POSITIVE,15.091257,,1.55,,,5369.0,4.02
FALSE POSITIVE,3.102398,,1.85,,,5483.32,3.88
CANDIDATE,0.93346092,,2.62,,,6035.64,3.65
FALSE POSITIVE,5.817737,,3.04,,,6290.85,3.56
FALSE POSITIVE,5.817854,,,,,,
CANDIDATE,5.81861,3.4,0.38,,,,
FALSE POSITIVE,1.671965,,0.48,,,3243.0,4.75
CANDIDATE,4.332837,2.263,0.72,,,4768.0,4.69
CANDIDATE,1.1524,0.675,1.06,8270.03,,5992.0,4.39
CANDIDATE,20.486455,2.762,0.37,,,3664.0,4.85
CANDIDATE,18.6393,1.73,0.82,,,,
CANDIDATE,18.641,,,,,4774.48,
CANDIDATE,18.634179,1.49,0.82,,,,
CANDIDATE,18.645046,1.8,0.84,,,,
CANDIDATE,5.19287,1.29,0.83,,,,
CANDIDATE,3.39934,1.08,0.83,,,,
FALSE POSITIVE,6.663685,,1.06,,,5691.67,4.39
CANDIDATE,12.17682,2.244,0.64,,,4477.0,4.74
FALSE POSITIVE,11.114394,,2.45,,,5904.69,3.69
FALSE POSITIVE,0.524461,,0.2,,,3112.0,5.06
FALSE POSITIVE,9.056947,,1.06,,,4942.0,4.3
FALSE POSITIVE,0.737735,,1.53,,,4908.37,3.97
CANDIDATE,7.07737,2.1,0.66,,,,
FALSE POSITIVE,0.799768,,1.67,,,8175.71,4.29
FALSE POSITIVE,1.641114,,1.1,,,8231.0,4.66
CANDIDATE,6.3508198,,2.11,,,7461.0,4.03
FALSE POSITIVE,0.555516,,,,,,
CANDIDATE,0.635328,,1.53,,,6420.0,4.18
CANDIDATE,16.24196986,,10.46,,,4499.02,
FALSE POSITIVE,1.031746,,1.85,,,7598.94,4.15
FALSE POSITIVE,0.58337,,0.74,,,5802.79,4.71
CANDIDATE,2.047195,,0.96,,,6150.0,4.48
CANDIDATE,24.4472,1.82,0.65,,,,
CANDIDATE,10.542179,3.123,0.92,,,5441.0,4.42
CANDIDATE,20.35507391,10.508,0.54,3.58,351.0,3728.0,4.7
CANDIDATE,20.35919,11.3,0.55,,,,
CANDIDATE,20.359,,0.54,,,3728.0,4.7
CANDIDATE,20.358748,10.0,0.53,,,,
CANDIDATE,20.35954,10.85,0.54,,,3728.0,4.7
FALSE POSITIVE,3.247194,,1.17,,,5581.0,4.3
CANDIDATE,5.31471,1.45,0.35,,,,
CANDIDATE,3.84981,1.86,1.42,,,,
FALSE POSITIVE,0.715676,,7.82,,,4476.31,
FALSE POSITIVE,0.546969,,1.0,,,5162.92,4.38
FALSE POSITIVE,0.682618,,2.77,,,6120.16,3.62
CANDIDATE,2.126953,1.7,0.57,,,4020.0,4.7
FALSE POSITIVE,0.512702,,1.01,,,4513.0,4.28
CANDIDATE,20.2244,2.94,0.83,,,,
FALSE POSITIVE,0.539696,,,,,,
CANDIDATE,42.3822512,2.58,0.86,,482.0,5568.0,4.52
CANDIDATE,41.9,2.28,0.86,,82.0,5568.0,4.52
FALSE POSITIVE,0.597258,,1.48,,,5374.42,4.07
FALSE POSITIVE,0.620388,,1.48,,,7577.62,4.34
CANDIDATE,9.81881482,,0.41,,,3463.0,4.82
CANDIDATE,1.518232,,1.21,,,5510.0,4.24
CANDIDATE,1.63013,,1.6,,,6190.0,4.14
CANDIDATE,2.007472,,0.47,,,3790.0,4.78
CANDIDATE,2.00745283,7.164,0.49,50.63,680.0,3449.0,4.75
CANDIDATE,37.4059,2.32,0.58,,,,
CANDIDATE,3.544965,1.9,0.7,,,4860.0,4.6
FALSE POSITIVE,17.325857,,3.05,,,6047.27,3.52
CANDIDATE,34.023,,11.25,,,4534.56,
FALSE POSITIVE,6.2043,1.853,,,,,
CANDIDATE,10.39528014,,0.89,,,5714.27,4.55
CANDIDATE,11.00357542,,1.06,,,5506.87,4.38
CANDIDATE,11.007537,41.5,0.94,,,,
CANDIDATE,9.01258853,,0.82,,,4764.64,4.5
CANDIDATE,9.0102,3.6,0.74,,,,
CANDIDATE,35.3972,2.6,0.53,,,,
CANDIDATE,35.383,,0.67,,,4663.0,4.66
FALSE POSITIVE,1.359386,,1.28,,,5723.55,4.23
CANDIDATE,26.0,10.48,1.57,,222.0,6414.0,4.16
FALSE POSITIVE,0.630717,,1.58,,,6591.15,4.18
FALSE POSITIVE,0.630718,,,,,,
FALSE POSITIVE,12.427163,,2.4,,,6435.2,3.79
CANDIDATE,37.24703,35.0,1.7,,,,
CANDIDATE,37.246869,23.804,1.48,,,5445.0,4.05
FALSE POSITIVE,1.348851,,1.39,,,6311.4,4.25
FALSE POSITIVE,1.490219,,1.73,,,7175.46,4.17
CANDIDATE,1.882213,,1.57,,,6590.0,4.18
FALSE POSITIVE,0.958786,,1.04,,,5512.55,4.39
FALSE POSITIVE,0.9587591,39.0,1.17,,,,
CANDIDATE,1.8554,,10.09,,,4990.0,2.96
FALSE POSITIVE,11.100314,,3.7,,,4928.18,
CANDIDATE,1.855827,,0.66,,,4720.0,4.63
CANDIDATE,15.7512,1.38,0.58,,,,
CANDIDATE,1.855421,,2.73,,,11500.0,4.05
FALSE POSITIVE,0.921358,,1.3,,,5255.22,4.16
FALSE POSITIVE,11.078847,,1.96,,,5162.0,
FALSE POSITIVE,0.530431,,1.49,,,5666.31,4.1
FALSE POSITIVE,0.747734,,1.66,,,8498.37,4.32
FALSE POSITIVE,0.69719,,1.46,,,5535.52,4.1
CANDIDATE,5.513327,3.9,0.77,,,5020.0,4.56
FALSE POSITIVE,0.884004,,0.74,,,5119.55,4.63
CANDIDATE,0.53027,1.4,0.56,,,3880.0,4.71
FALSE POSITIVE,0.543877,,1.36,,,6177.78,4.24
FALSE POSITIVE,6.741846,,2.14,,,4861.09,
CANDIDATE,20.9913,1.44,0.39,,,,
CANDIDATE,23.89959502,12.831,0.77,12.15,476.0,4736.5,4.55
CANDIDATE,23.897707,,0.73,,,5020.0,4.58
FALSE POSITIVE,2.044175,,2.5,,,5480.16,3.62
CANDIDATE,23.5306712,9.25,1.9,,591.0,6688.0,4.05
CANDIDATE,10.673,,0.93,,,5919.66,4.54
CANDIDATE,10.6741,1.86,0.95,,,,
CANDIDATE,3.78795,,4.18,,,5126.0,3.48
FALSE POSITIVE,0.516235,,2.09,,,7701.0,4.06
FALSE POSITIVE,0.635238,,0.92,,,4743.31,4.39
FALSE POSITIVE,0.544418,,1.07,,,5076.71,4.31
CANDIDATE,1.855516,,0.19,,,3110.0,5.09
FALSE POSITIVE,0.698333,,0.66,,,4081.0,4.6
CANDIDATE,4.894289,4.1,0.69,,,4440.0,4.62
CANDIDATE,12.601781,2.788,1.09,,,5791.0,4.27
CANDIDATE,6.96350934,,1.24,,,6244.89,4.33
CANDIDATE,0.769057,2.06,0.54,,,3832.0,4.9
CANDIDATE,1.91828,1.0,,,,,
FALSE POSITIVE,2.5819,1.942,,,,,
FALSE POSITIVE,2.5845296,5.883,1.4,303.08,1162.0,6119.0,4.2
FALSE POSITIVE,2.5844972,10.29,1.39,,2277.0,6471.0,4.24
FALSE POSITIVE,2.5331,,1.54,,,5301.32,4.02
FALSE POSITIVE,3.022569,,1.89,,,6481.66,4.01
CANDIDATE,15.462807,1.266,0.92,,,5509.0,4.41
FALSE POSITIVE,2.958763,,2.35,,,5935.86,3.73
CANDIDATE,5.51633,1.38,0.31,,,,
CANDIDATE,0.36091387,,1.92,,,6175.0,3.94
FALSE POSITIVE,1.052364,,1.11,,,5157.0,4.29
CANDIDATE,4.746159,12.597,2.21,,,5878.0,3.98
CANDIDATE,4.7464485,10.321,2.26,281.82,1141.0,5890.5,3.76
CANDIDATE,4.7464962,11.6,2.1,,1775.0,6486.0,3.97
CANDIDATE,8.952623,8.917,0.86,,,5258.0,4.59
CANDIDATE,1.99043,,0.82,,,5086.0,
CANDIDATE,1.990422,1.8,0.82,,,,
CANDIDATE,1.99067602,,0.79,,,5194.62,4.59
FALSE POSITIVE,2.131554,,2.44,,,6147.31,3.73
CANDIDATE,8.658143,19.1,0.9,,,,
CANDIDATE,8.65871336,,0.9,,,5127.0,4.46
CANDIDATE,8.658168,17.16,0.82,,,5319.0,4.55
CANDIDATE,8.657975,,0.89,,,5370.0,4.45
CANDIDATE,8.658,,0.9,,,5127.0,4.46
CANDIDATE,14.5616,2.82,0.85,,,,
FALSE POSITIVE,2.46819,,0.82,,,8315.0,4.92
FALSE POSITIVE,0.56802,,0.45,,,3385.0,4.78
CANDIDATE,2.787663,2.2,0.6,,,3950.0,4.68
FALSE POSITIVE,4.612166,,2.83,,,5444.37,
FALSE POSITIVE,0.595558,,1.21,,,5854.74,4.3
CANDIDATE,13.798845,1.665,0.68,,,4980.0,4.69
CANDIDATE,3.41052823,,0.67,,,3985.0,4.59
CANDIDATE,3.41065,1.65,0.7,,,,
FALSE POSITIVE,0.595667,,,,,,
CANDIDATE,1.56493,2.22,0.62,,,3938.0,4.63
CANDIDATE,1.56494,2.06,0.56,,,,
FALSE POSITIVE,3.576744,,1.31,,,5896.1,4.23
FALSE POSITIVE,3.57678,,0.93,,,5474.0,4.48
CANDIDATE,7.5587,2.643,0.68,,,3974.0,4.58
CANDIDATE,25.43143,2.887,0.68,,,3974.0,4.58
FALSE POSITIVE,0.542912,,2.25,,,5974.29,3.77
FALSE POSITIVE,3.79018,,,,,5762.0,
CANDIDATE,27.693,,1.71,,,6286.0,4.06
CANDIDATE,7.134,,,,,,
CANDIDATE,7.13142,9.6,3.4,,,,
CANDIDATE,3.57804902,,1.59,,,6024.0,4.08
CANDIDATE,12.89398,1.12,0.19,,,,
CANDIDATE,1.88993,1.29,0.64,,,,
CANDIDATE,1.89016107,,0.75,,,4491.0,4.54
CANDIDATE,1.64117466,,0.66,,,4493.0,4.64
CANDIDATE,1.640707,2.09,0.57,,,,
CANDIDATE,19.53405,9.82,0.46,,,3316.0,4.77
CANDIDATE,19.53403,12.7,0.45,,,,
CANDIDATE,1.106,,1.11,,,5900.71,4.38
CANDIDATE,1.10605213,,1.11,,,5900.71,4.38
CANDIDATE,1.106175,8.833,0.91,,,5851.0,4.43
CANDIDATE,1.106182,15.6,0.84,,,,
FALSE POSITIVE,1.52317871,,0.95,,,5735.72,4.49
FALSE POSITIVE,1.5235,,0.95,,,5735.72,4.49
FALSE POSITIVE,1.523,,0.95,,,5735.72,4.49
FALSE POSITIVE,0.504961,,0.91,,,5169.0,4.47
CANDIDATE,3.383,,1.02,,,5603.82,4.42
CANDIDATE,3.38199819,,1.02,,,5603.82,4.42
FALSE POSITIVE,0.593274,,1.08,,,5557.0,4.36
FALSE POSITIVE,1.085097,,2.98,,,6503.37,3.61
CANDIDATE,3.607981,18.3,2.25,,,6490.0,3.93
CANDIDATE,3.6079916,15.382,1.89,378.21,1228.0,5308.3,
CANDIDATE,15.405101,,1.48,,,5910.0,4.14
FALSE POSITIVE,14.71,,2.2,,,5167.0,
FALSE POSITIVE,14.707213,,2.2,,,5167.0,
CANDIDATE,2.176955,1.25,0.17,,,,
CANDIDATE,2.17693,7.92,0.17,,,3176.0,5.12
CONFIRMED,21.1595,,0.6,,,3811.0,4.65
CONFIRMED,21.169861,1.98,0.57,3.5,,4148.21,
CONFIRMED,21.17623917,,0.6,,,3811.0,4.65
CONFIRMED,21.1686,2.18,0.64,,,,
CONFIRMED,21.169619,2.2,0.59,,,3880.0,
CONFIRMED,21.1701963,1.92,0.58,,431.0,4057.0,4.7
FALSE POSITIVE,1.549381,,0.54,,,3570.0,4.7
CANDIDATE,0.95017067,,0.75,,,5339.0,4.66
CANDIDATE,1.53453,1.02,0.29,,,,4.96
FALSE POSITIVE,20.180269,,0.34,,,3380.0,4.88
FALSE POSITIVE,5.803439,,1.01,,,5029.0,4.36
CANDIDATE,20.893526,,1.76,,,6020.0,4.04
FALSE POSITIVE,3.48928,0.91,0.68,,,3742.0,4.58
CANDIDATE,10.545,,1.95,,,6046.92,3.91
CANDIDATE,12.0808,2.53,0.68,,,,
FALSE POSITIVE,0.575349,,1.05,,,5033.0,4.32
FALSE POSITIVE,2.612938,,4.78,,,5014.02,
FALSE POSITIVE,2.612804,,3.65,,,5987.0,3.36
FALSE POSITIVE,0.522199,,,,,,
CANDIDATE,0.45220131,7.917,0.63,731.24,1326.0,3739.0,4.62
CANDIDATE,0.4520313,5.3,0.57,,,,
FALSE POSITIVE,14.343042,,0.42,,,3260.0,4.8
FALSE POSITIVE,0.628876,,1.49,,,6688.0,4.24
FALSE POSITIVE,0.636109,,1.66,,,6100.77,4.06
CANDIDATE,11.09226,2.495,0.7,,,4496.0,4.61
CANDIDATE,2.61299,,0.46,,,3520.0,4.8
CANDIDATE,8.97146,,0.87,,,5330.0,4.48
FALSE POSITIVE,4.397187,,1.71,,,6090.0,4.03
CANDIDATE,19.63366256,,2.12,,,6516.17,3.91
CANDIDATE,19.640123,34.306,1.74,,,6398.0,4.03
CANDIDATE,19.640151,43.0,2.19,,,,
CANDIDATE,19.64,,2.12,,,6516.17,3.91
CANDIDATE,19.63975,,2.18,,,6730.0,3.96
CANDIDATE,10.90364,2.214,0.59,,,3929.0,4.67
CANDIDATE,0.995061,,0.86,,,5080.0,4.47
CANDIDATE,11.2362,2.25,0.95,,,,
